Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Family, TV Movie, Animation",en,2015-11-22,6.5,vast;prodigious;tasks,The Lion Guard: Return of the Roar
"Animation, Family, Comedy",en,2017-07-23,5.6,emoji;journey;normal,The Emoji Movie
"Action, Animation, Adventure, Comedy",ja,2016-07-23,7.2,taking;straw;men,One Piece Film: GOLD
"Drama",en,1985-11-21,7.0,iron;15;match,Rocky IV
"Science Fiction, Crime, Action, Animation, Mystery",en,2010-07-27,7.8,batman;vigilante;following,Batman: Under the Red Hood
"Adventure, Animation, Family",en,2006-08-17,6.7,much;journey;friend,Brother Bear 2
"Horror, Mystery",en,2000-02-03,5.9,survivors;sequel;once,Scream 3
"Animation, Comedy, Family",en,2000-06-21,6.7,chicken;great;hopelessly,Chicken Run
"Action, Thriller",en,2020-10-01,5.9,protect;city;doorman,The Doorman
"Adventure, Animation, Family",en,2021-01-07,6.6,best;test;maya,Maya the Bee: The Golden Orb
"Horror, Thriller, Adventure",en,1975-06-20,7.6,blood-thirsty;shark;townspeople,Jaws
"Adventure, Fantasy, Action, Comedy, Family",en,2009-05-20,6.1,earhart;they've;transferred,Night at the Museum: Battle of the Smithsonian
"Action, Adventure, Fantasy, Science Fiction, Thriller",en,2009-03-12,2.8,racing;wielder;piccolo,Dragonball Evolution
"Animation, Fantasy, Family",en,2021-10-15,4.0,gets;sharkpack;trick-or-treating,Sharkdog’s Fintastic Halloween
"Crime, Thriller",en,2013-03-14,6.8,insights;upon;ends,The Call
"Drama, Romance",id,2020-03-12,7.2,high-achieving;pressure;acha,Mariposa
"Action, Comedy, Crime, Thriller",en,1995-04-07,6.8,nose;stolen;pretend,Bad Boys
"Horror",tr,2019-08-09,5.7,turkish;mostly;very,Sijjin 6
"Comedy, Fantasy, Romance",zh,2016-02-08,6.4,sea;merpeople;area,The Mermaid
"Fantasy, Animation, Family",ja,1988-04-16,8.1,spirits;trees;discover,My Neighbor Totoro
"Action, Adventure, Comedy, Science Fiction",en,1997-07-02,7.2,recruit;jay;terrorist,Men in Black
"Drama, Crime, Comedy",es,2010-09-03,7.7,spectacular;discover;criminal,El Infierno
"Action, Thriller",th,2003-01-21,7.1,underworld;sacred;stolen,Ong Bak: Muay Thai Warrior
"Comedy",en,1993-10-15,6.1,strike;kin;clampett,The Beverly Hillbillies
"Horror, Science Fiction",en,1979-05-25,8.1,descend;containing;commercial,Alien
"Action, Adventure, Science Fiction",en,2015-08-05,4.4,enemy;turned;upended,Fantastic Four
"Horror, Thriller",en,2019-04-17,5.7,children;investigation;fears,The Curse of La Llorona
"Action, Thriller, Crime",en,2018-01-18,6.7,saga;elite;la,Den of Thieves
"Animation, Family",en,2004-04-02,6.0,hides;determined;bad,Home on the Range
"Thriller, Crime",en,1994-09-10,8.5,caper;sprawling;burger-loving,Pulp Fiction
"Comedy, Action, Crime",en,2010-08-06,6.3,no;cops;turns,The Other Guys
"Family, Drama",en,2011-04-08,7.1,true;hamilton;again,Soul Surfer
"Action, Drama",te,2015-07-10,7.5,left;warrior;gifts,Bāhubali: The Beginning
"Animation, Family, Adventure, Fantasy",ja,2018-07-13,7.0,powers;work;festival,Pokémon the Movie: The Power of Us
"Drama, History, War",en,1993-11-30,8.6,nazis;how;worked,Schindler's List
"Drama, Adventure",en,2014-03-07,5.6,protect;visions;apocalyptic,Noah
"Comedy",en,2012-04-13,5.7,moe;tv;wind,The Three Stooges
"Animation, Family, Adventure, Fantasy, Comedy",en,2004-11-10,6.7,wonder;boy;shows,The Polar Express
"Family, Adventure, Animation, Action, Fantasy",ja,2015-07-18,6.7,ability;hoopa;its,Pokémon the Movie: Hoopa and the Clash of Ages
"Comedy, Drama, Romance",en,2019-09-13,6.4,finally;uncomfortable;felt,Tall Girl
"Drama, Thriller, Mystery",en,2010-02-14,8.2,daniels;hospital;soldier-turned-u.s,Shutter Island
"Horror, Comedy",en,2004-11-11,5.4,horror;murderous;chucky,Seed of Chucky
"Horror, TV Movie",en,2017-10-07,4.8,high-school;house;upon,House of the Witch
"Science Fiction, Thriller, Drama, Mystery",en,2019-09-13,6.8,locked;simple;very,Freaks
"Animation, Comedy, Family, Action",en,2004-11-03,6.5,guardian;between;mushu,Mulan II
"Horror",en,2021-10-08,6.2,california;symptoms;community,Madres
"Comedy, Drama",es,2021-04-08,7.9,herself;forced;fiancé,Instructions for Su
"Action, Crime",en,2010-03-22,7.1,training;fan;do,Kick-Ass
"Comedy, Family, Fantasy, Romance",en,2007-11-20,6.8,operate;strange;animated,Enchanted
"Comedy, Action, Science Fiction",en,2012-07-26,5.5,escape;excuse;overrun,The Watch
"Drama, Romance",es,2001-08-24,6.6,connected;entwined;inextricably,Sex and Lucía
"Horror, Mystery",en,2003-01-31,6.2,mysteriously;keeping;blocks,Final Destination 2
"Romance, Drama",en,2010-08-06,7.9,true;ready;grade,Flipped
"Adventure, Animation, Action",ja,2006-08-05,7.1,land;very;wants,Naruto: Guardians of the Crescent Moon Kingdom
"Action, Drama, Thriller",en,2011-09-02,5.9,settle;score;services,Seeking Justice
"Action, Adventure, Crime, Mystery, Thriller",en,2010-04-23,6.3,undercover;tracking;enemy,The Losers
"Comedy",en,2021-04-23,6.9,boundaries;anna;loner,Together Together
"Comedy, Romance, Drama",en,2009-02-06,6.5,awed;said;success,He's Just Not That Into You
"Action, Thriller, Crime",ko,2010-08-04,7.7,called;named;next,The Man from Nowhere
"Crime, Thriller",en,2007-06-06,6.7,doublecrosses;casino;ocean's,Ocean's Thirteen
"Horror, Mystery",en,2007-09-14,6.0,active;seems;found-footage,Paranormal Activity
"Drama, Action, Thriller",en,2020-04-24,7.4,hired;crime;lord,Extraction
"Comedy, Family, Animation, Fantasy, Music",en,2009-12-21,5.6,bands;musical;match,Alvin and the Chipmunks: The Squeakquel
"Drama, History",en,2021-07-10,6.1,inmates;football;elite,The Match
"Comedy, Romance",en,2021-12-09,7.6,without;attraction;compromising,The Hating Game
"Action, Crime, Thriller",en,2016-08-25,5.9,kidnaps;best;like,Mechanic: Resurrection
"Family, Romance",ru,2021-03-18,8.4,film;dog;inadvertently,A Dog Named Palma
"Romance, Comedy",en,1990-03-23,7.4,wheeler-dealer;hollywood;ward,Pretty Woman
"Action, Adventure, Fantasy",en,2016-05-25,6.3,opposing;extinction;azeroth,Warcraft
"Adventure, Comedy, Family",en,2019-08-08,6.8,parents;diego;civilization,Dora and the Lost City of Gold
"Fantasy, Action, Science Fiction, Thriller, Horror",en,2007-12-25,5.1,wage;terrorize;small,Aliens vs Predator: Requiem
"Comedy",es,2019-08-30,7.7,seducers;prove;try,Tod@s Caen
"Family, Animation, Comedy",en,2019-10-10,6.7,reality-tv;greedy;celebration,The Addams Family
"Adventure, Family, Science Fiction",en,2005-06-10,5.1,were;extraordinary;pint-sized,The Adventures of Sharkboy and Lavagirl
"Action, Crime, Drama, Thriller",en,2018-06-27,6.9,drug;states;agent,Sicario: Day of the Soldado
"Comedy, Romance",ja,2020-02-07,7.1,otaku;effervescent;musical,Wotakoi: Love is Hard for Otaku
"Fantasy, Action, Adventure, Science Fiction",en,2015-10-21,5.9,unnatural;hunter;kaulder,The Last Witch Hunter
"Comedy, Drama, Family, Music, Romance",en,2009-04-10,6.6,decides;blue;total,Hannah Montana: The Movie
"Animation, Action",ja,2011-07-30,7.7,old;konohamaru;exams,Chunin Exam on Fire! and Naruto vs. Konohamaru!
"Family, TV Movie, Comedy, Drama",en,2009-05-20,6.6,relocated;protection;taken,Princess Protection Program
"Action, Adventure, Fantasy",en,2004-06-25,7.2,since;certain;parker,Spider-Man 2
"Crime, Drama",pl,2022-01-05,6.8,nikodem;rise;nikoś,How I Fell in Love with a Gangster
"Comedy, Drama, Romance",en,2010-05-26,6.1,chance;still;offers,Sex and the City 2
"Science Fiction, Adventure, Action",en,2016-01-14,5.9,stone;16-year-old;already,The 5th Wave
"Adventure, Fantasy",en,2014-12-12,5.5,apprentice;however;son,Seventh Son
"Horror, Thriller, Crime",en,2007-10-25,6.1,amanda;traps;old,Saw IV
"Drama",pt,2016-01-28,7.3,book;freedom;moses,The Ten Commandments: The Movie
"Horror, Thriller, Crime",en,2006-10-27,6.4,apprentice;doctor;scramble,Saw III
"Fantasy, Action, Comedy, Crime",en,2013-07-18,5.8,lenkov;recently;cop,R.I.P.D.
"Animation",ja,2017-03-18,7.8,basketball;team;jabberwock,Kuroko's Basketball the Movie: Last Game
"Drama, Romance",en,2015-08-28,7.9,–;deceiving;wiser,War Room
"Animation, Fantasy, Mystery",ja,2017-01-06,8.1,meme;order;again,Kizumonogatari Part 3: Reiketsu
"Drama",it,2021-11-24,7.7,he's;italy;place,The Hand of God
"Comedy",en,2009-04-28,5.6,woods;forces;themselves,Legally Blondes
"Adventure, Animation, Family, Fantasy, Science Fiction",en,2002-11-26,7.5,space;loot;jim,Treasure Planet
"Animation, TV Movie, Action, Comedy, Fantasy",en,2020-06-13,5.4,mk;escapes;journey,LEGO Monkie Kid: A Hero Is Born
"Horror, Mystery, Thriller",en,2018-06-07,7.2,passes;secrets;away,Hereditary
"Family, Adventure, Comedy, Fantasy",en,2021-02-19,6.6,ultimately;change;amazed,Flora & Ulysses
"Comedy, Drama",en,2021-05-07,7.4,meaning;befriends;losing,Here Today
"Comedy, Horror",en,2020-09-10,6.5,outsmart;cole's;forget,The Babysitter: Killer Queen
"Horror",en,2013-04-05,6.5,sobriety;dormant;discovery,Evil Dead
"Action, Comedy, Thriller",en,2010-09-01,6.3,launches;revenge;betrayed,Machete
"Science Fiction, Drama, Horror",ru,2020-09-08,6.5,psychologist;height;crash,Sputnik
"Action, Thriller",en,2018-10-19,6.8,discovers;uss;place,Hunter Killer
"Animation, Adventure, Comedy, Family",en,2016-12-14,7.2,paris;rural;1879,Ballerina
"Adventure, Fantasy, Action, Thriller",en,2007-06-13,5.6,earth;seems;intrepid,Fantastic Four: Rise of the Silver Surfer
"Thriller, Horror",en,2020-10-08,6.5,visions;memories;life—until,Flashback
"Romance, Comedy",en,2011-07-21,6.7,getting;believe;sex,Friends with Benefits
"Comedy",es,2021-03-12,7.8,friendships;media;friend,War of Likes
"Action, Adventure, Comedy, Family, Science Fiction",en,2016-06-01,6.0,mad;plan;joins,Teenage Mutant Ninja Turtles: Out of the Shadows
"Western, Drama, Adventure",en,2015-12-25,7.5,path;left;1820s,The Revenant
"Romance, Drama",en,2014-05-16,7.6,kid;final;diagnosis,The Fault in Our Stars
"Horror, Action",ja,2019-01-25,7.1,infected;zombies;students,School-Live!
"Family, Fantasy, Comedy",en,2004-04-09,6.4,unscrupulous;charmont's;slew,Ella Enchanted
"Action, Horror, Science Fiction, Thriller",en,1988-05-06,6.0,mortis;arresting;laboratories,Dead Heat
"Comedy",en,2014-11-12,5.5,adoption;20;lloyd,Dumb and Dumber To
"Animation, Family",en,2014-02-13,6.8,named;boy;tinker,Tinker Bell and the Pirate Fairy
"Action, Comedy, Adventure, War",en,2008-08-09,6.6,stop;encounter;actors,Tropic Thunder
"Animation",en,2021-06-01,6.4,favorite;goldilocks;monsters,Super Monsters: Once Upon a Rhyme
"Horror, Thriller, Action",en,2014-06-12,6.3,water;greedy;starts,The Last Survivors
"Comedy, Fantasy",en,1984-06-08,7.5,off;demons;team,Ghostbusters
"Drama, Thriller, History",fr,2021-09-12,7.2,century;hears;geneviève,The Mad Women's Ball
"Family, Adventure, Drama, Fantasy",en,2016-04-07,6.9,khan;mowgli;bear,The Jungle Book
"Documentary",ja,2019-05-05,6.6,weekly;performing;original,Naruto to Boruto: The Live 2019
"Adventure, Fantasy, Drama",en,2012-05-30,6.0,marries;heart;performs,Snow White and the Huntsman
"Romance, Comedy",en,2021-11-18,7.0,relic;enlist;retrieve,The Princess Switch 3: Romancing the Star
"Action, Comedy",en,2014-12-25,6.2,cia;surprise;north,The Interview
"Comedy, Family",en,2008-12-25,7.2,lessons;packed;highs,Marley & Me
"Drama",en,2009-11-20,7.7,michael;oher;football,The Blind Side
"History, Drama, Thriller, War",en,2014-11-14,8.0,race;alan;park,The Imitation Game
"Thriller, Horror",en,2018-04-12,6.0,those;refuse;among,Truth or Dare
"Animation, Adventure, Comedy",en,2016-05-11,6.2,island;or;unlikely,The Angry Birds Movie
"Drama, Crime",en,1991-07-12,7.6,singleton;teenagers;john,Boyz n the Hood
"Horror",en,2009-02-11,5.8,named;intentions;jason,Friday the 13th
"Horror, Comedy",en,1996-08-16,5.9,backed;leads;secretly,Bordello of Blood
"Drama, Romance",en,2005-09-16,8.1,wife;living;five,Pride & Prejudice
"Adventure, Drama, History",en,2017-03-15,6.4,advanced;fawcett;civilization,The Lost City of Z
"Drama, Comedy",hi,2009-12-23,8.0,newfound;idiots;india's,3 Idiots
"Drama, Family, Fantasy, Adventure",en,1984-04-05,7.2,fantasia;named;extraordinary,The NeverEnding Story
"Action, Adventure, Thriller, War",en,1982-10-22,7.4,snaps;hounded;action-movie,First Blood
"Action, Thriller, Science Fiction",en,1984-10-26,7.6,sarah;mechanical;lone,The Terminator
"Drama, Romance",pl,2020-02-07,7.0,falls;year;gives,365 Days
"Horror",en,2019-11-09,5.6,within;owners;clown,The Jack in the Box
"Romance, Comedy, Crime, Drama",en,2015-02-25,6.9,returns;ends;spoil,Focus
"Comedy",en,2004-04-30,7.2,falling;cady;a-list,Mean Girls
"Action, Adventure, Fantasy",en,2016-02-25,5.6,egypt;thief;god,Gods of Egypt
"Family, Animation, Adventure, Comedy",en,2019-09-19,7.6,yeti;encounter;everest,Abominable
"Romance, Comedy, Drama",en,2021-02-12,7.7,without;senior;considers,To All the Boys: Always and Forever
"Thriller, Action",en,2021-05-27,6.1,fight;van;kenya,Endangered Species
"Mystery, Thriller, Horror",en,2017-02-24,7.6,could;accommodating;overly,Get Out
"Action, Crime, Thriller",en,2012-04-16,6.4,middle;york;corrupt,Safe
"Comedy, Adventure",en,2009-06-18,4.9,set;village;couple,Year One
"Science Fiction, Action",en,2017-03-29,6.0,crash;major;human,Ghost in the Shell
"Science Fiction, Action, Thriller",en,2013-09-02,6.3,revenge;furya;hunters,Riddick
"Animation, Drama, Music, Romance",ja,2015-09-19,7.6,hurt;friendship;music,The Anthem of the Heart
"Family, Animation",en,2010-09-14,7.2,shy;fashion;brilliant,Barbie: A Fashion Fairytale
"Action, Adventure, Family, Comedy",en,2002-08-07,5.6,carmen;juni;bizarre,Spy Kids 2: The Island of Lost Dreams
"Thriller, Horror, Science Fiction",en,2015-07-09,5.9,apartments;wake;or,Containment
"Animation, Comedy, Fantasy",ru,2021-03-18,7.2,witch;best;fight,Secret Magic Control Agency
"Action, Comedy, Crime",en,1998-09-18,7.0,assigns;lapd;hong,Rush Hour
"Action",en,2014-09-26,5.0,cruel;chinese;deposed,Outcast
"Animation, Science Fiction",ja,2019-09-27,8.0,free;empire;müsel,The Legend of the Galactic Heroes: Die Neue These Seiran 1
"Thriller, Drama",en,2009-04-17,6.8,spending;overseeing;until,State of Play
"Documentary",en,2021-10-01,7.8,barrier;creatures;searches,Puff: Wonders of the Reef
"Action",en,2015-01-15,6.0,beautiful;parkour;mafia,Tracers
"Drama, Thriller",es,2015-03-15,7.0,actress;works;body,The Corpse of Anna Fritz
"Horror",en,2005-10-28,6.6,detective;it's;full,Saw II
"Action, Adventure, Western",en,2013-07-03,6.1,justice;unscrupulous;chase,The Lone Ranger
"Comedy, Family, TV Movie",en,2021-10-08,6.7,halloween;night;night,Muppets Haunted Mansion
"Horror",en,2003-08-08,6.1,again;selective;attacks,Jeepers Creepers 2
"Horror, Action",en,1998-08-21,6.7,protector;army;humanity,Blade
"Science Fiction, Action, Drama, Thriller",en,2013-08-07,6.5,rest;secretary;rhodes,Elysium
"Drama, Romance, Thriller",ja,2021-04-15,6.5,she's;feelings;catch,Ride or Die
"Crime, Adventure, Action, Comedy, Thriller",en,2011-09-15,6.2,some;killers;state,Johnny English Reborn
"Animation, Family, Adventure, Fantasy",en,2006-03-14,6.8,mermaid;laverna;captured,Barbie Fairytopia: Mermaidia
"Horror, Drama, Thriller",en,2015-06-04,6.3,tale;teenage;otherworldly,Insidious: Chapter 3
"Drama",de,2013-02-21,7.5,captivity;kidnapped;based,3096 Days
"Animation, Family, Fantasy, Adventure",ja,1989-07-29,7.8,courier;service;supports,Kiki's Delivery Service
"Comedy, Crime",en,2006-08-31,5.9,darryl;mobster;decide,Little Man
"Action, Adventure, Thriller, War",en,1988-05-24,6.1,rambo's;reconsider;monastery,Rambo III
"Comedy, Music",en,2015-05-07,6.9,seemingly;away;rivals,Pitch Perfect 2
"Drama, Music",en,2014-10-10,8.4,even;drummer;cost,Whiplash
"Fantasy, Drama, War",es,2006-10-10,7.7,labyrinth;know;tasks,Pan's Labyrinth
"Animation, Action, Drama",ja,2017-07-15,7.9,sentient;chaos;deus,No Game No Life: Zero
"Action, Animation, Science Fiction",en,2012-02-28,7.5,steals;babel;confidential,Justice League: Doom
"Animation, Family, Adventure, Comedy, Fantasy",en,2011-07-29,5.8,tiny;village;smurfs,The Smurfs
"Family, Animation, Comedy, Adventure, Fantasy",en,2019-04-04,7.0,adventurers;small-minded;trouble,Missing Link
"Comedy, Family, Fantasy",en,1996-08-02,7.1,extraordinarily;cruel;uncaring,Matilda
"Drama, Mystery, Thriller, Horror",en,1997-10-17,7.4,learns;law;aspiring,The Devil's Advocate
"Crime, Action, Thriller",en,2014-08-20,6.4,reviled;paths;cross,Sin City: A Dame to Kill For
"Horror, Thriller",th,2021-07-14,7.1,benevolent;shaman’s;horrifying,The Medium
"Horror, Thriller",en,2001-07-01,6.4,ritualistic;isolated;flesh-eating,Jeepers Creepers
"Thriller, Action, Drama, Crime",en,2012-01-12,6.3,wrong;lord;drug,Contraband
"Adventure, Family, Fantasy",en,2010-12-02,6.4,narnian;eustace;painting,The Chronicles of Narnia: The Voyage of the Dawn Treader
"Animation, Action, Drama, Science Fiction",ja,2019-10-05,7.0,grandfather;ninja;research,Black Fox
"Animation, Family",en,2001-09-30,6.8,clara;choreography;classic,Barbie in the Nutcracker
"Drama",en,2021-11-12,7.2,yet;faces;adolescence,Belfast
"Drama, Crime, Thriller",en,2021-07-29,6.8,claims;oklahoma;travels,Stillwater
"Action, Comedy, Crime",en,2001-08-03,6.7,pair;u.s;lord,Rush Hour 2
"Horror, Thriller, Mystery",en,2021-07-15,6.7,begins;disturbing;reeling,The Night House
"Action, Animation, Drama, Fantasy",ja,2017-08-26,6.8,vanquish;shirou;left—his,Fate/kaleid liner Prisma☆Illya: Vow in the Snow
"Thriller, Action",en,2022-01-13,6.5,hatch;ever;not-too-distant,Gold
"Comedy, Drama, Thriller",en,2019-07-24,7.4,model;survive;changing,Once Upon a Time… in Hollywood
"Fantasy, Comedy, Family, Romance",en,2008-12-24,6.1,makes;telling;upside,Bedtime Stories
"Family, Animation",en,2006-03-06,5.5,zoo;africa;bring,The Wild
"Comedy, Action",en,2018-12-11,7.1,deadpool's;deadpool;fred,Once Upon a Deadpool
"Comedy",en,2010-09-16,6.8,once;high;hilariously,Easy A
"Science Fiction, Action, Crime, TV Movie",en,1977-09-14,5.5,peter;multi-suicide;huge,Spider-Man
"Science Fiction, Thriller",th,2021-07-16,6.4,med;spirals;too,Deep
"Drama",en,2016-04-01,6.1,asked;question;high,God's Not Dead 2
"Adventure, Science Fiction, Action",en,2017-07-20,6.6,threatens;alpha;undertake,Valerian and the City of a Thousand Planets
"Crime, Drama, Mystery, Thriller",en,2021-05-14,6.7,child;trafficking;investigator,I Am All Girls
"Animation, Drama, Family",ja,1995-07-15,7.9,day;notices;shizuku,Whisper of the Heart
"Action, Crime",en,2013-01-23,6.0,double-crossed;forming;thief,Parker
"Crime, Drama",hi,2022-02-24,8.2,workers;emancipation;chauvinist,Gangubai Kathiawadi
"Action, Comedy, Crime",en,2007-08-08,6.4,themselves;assassination;botched,Rush Hour 3
"Comedy, Drama, Music",en,2021-03-03,7.4,past;shy;mom's,Moxie
"Animation, Action, Thriller, Science Fiction",en,2006-10-16,6.9,autobots;planet;leader,Transformers: Beginnings
"Drama, Thriller",en,2021-09-24,6.4,conflicted;kidnapped;police,The Guilty
"Drama, Crime",en,2002-12-25,8.0,behind;bars;birthday,Catch Me If You Can
"Action, Adventure, Drama, Thriller",en,2002-07-17,6.5,maximum;due;disputing,Undisputed
"Action, Drama",en,2013-09-03,5.3,cash;best;makes,Empire State
"Horror",en,2007-06-08,5.8,abroad;discover;american,Hostel: Part II
"Drama, Adventure, Action",en,2014-10-15,4.9,city;los;devastating,10.0 Earthquake
"Drama, Romance",en,2002-01-25,7.7,jamie;sullivan;drama,A Walk to Remember
"Action, Adventure, Mystery, Fantasy",en,2008-07-11,6.7,humanity;hellboy;ancient,Hellboy II: The Golden Army
"Comedy, Drama",en,2009-07-30,5.8,give;stunning;funnyman,Funny People
"Action, Animation, Science Fiction",ja,2011-12-17,6.8,planet;z;combating,Dragon Ball: Episode of Bardock
